% this file was created on 13-Jun-2013 18:08:00 
%
% SC:        Cluster 1 
% Intrument: EFW 
% Signal:    P 
% Sensor:    1234 
% Coord Sys: sc 
%
% comment:   this signal is averaged from all probes available at the time 
%
%
% Time from: 27-May-2011 00:00:00 
%
% time        P1234     
% [s]         [V]       
29880.014109   -7.904 
29880.214104   -7.883 
29880.414099   -7.883 
29880.614094   -7.781 
29880.814089   -7.783 
29881.014084   -7.873 
29881.214079   -7.915 
29881.414074   -7.977 
29881.614070   -8.000 
29881.814065   -7.977 
29882.014060   -7.961 
29882.214055   -7.894 
29882.414051   -7.798 
29882.614046   -7.689 
29882.814041   -7.519 
29883.014036   -7.477 
29883.214031   -7.559 
29883.414026   -7.760 
29883.614022   -7.689 
29883.814017   -7.733 
29884.014012   -7.735 
29884.214007   -7.735 
29884.414003   -7.662 
29884.613998   -7.590 
29884.813993   -7.469 
29885.013988   -7.436 
29885.213984   -7.540 
29885.413979   -7.680 
29885.613974   -7.777 
29885.813967   -7.829 
29886.013963   -7.825 
29886.213958   -7.844 
29886.413953   -7.783 
29886.613948   -7.678 
29886.813943   -7.544 
29887.013938   -7.375 
29887.213933   -7.341 
29887.413929   -7.463 
29887.613924   -7.530 
29887.813919   -7.590 
29888.013915   -7.605 
29888.213910   -7.553 
29888.413905   -7.532 
29888.613900   -7.442 
29888.813895   -7.369 
29889.013891   -7.231 
29889.213886   -7.199 
29889.413881   -7.310 
29889.613876   -7.427 
29889.813871   -7.557 
29890.013867   -7.639 
29890.213862   -7.726 
29890.413857   -7.680 
29890.613852   -7.611 
29890.813848   -7.465 
29891.013843   -7.327 
29891.213838   -7.145 
29891.413833   -7.132 
29891.613828   -7.212 
29891.813824   -7.331 
29892.013819   -7.413 
29892.213814   -7.440 
29892.413809   -7.492 
29892.613805   -7.519 
29892.813800   -7.519 
29893.013795   -7.463 
29893.213790   -7.310 
29893.413785   -7.289 
29893.613780   -7.356 
29893.813776   -7.622 
29894.013771   -7.873 
29894.213766   -7.879 
29894.413761   -7.904 
29894.613757   -8.099 
29894.813752   -7.994 
29895.013747   -7.944 
29895.213742   -7.846 
29895.413737   -7.680 
29895.613733   -7.760 
29895.813727   -7.841 
29896.013722   -7.944 
29896.213717   -8.034 
29896.413713   -8.055 
29896.613708   -8.118 
29896.813703   -8.122 
29897.013698   -8.092 
29897.213693   -7.990 
29897.413689   -7.867 
29897.613684   -7.762 
29897.813679   -7.856 
29898.013674   -8.350 
29898.213669   -8.249 
29898.413665   -8.350 
29898.613660   -8.396 
29898.813655   -8.423 
29899.013650   -8.385 
29899.213645   -8.289 
29899.413640   -8.197 
29899.613636   -8.072 
29899.813631   -8.061 
29900.013626   -8.111 
29900.213621   -8.168 
29900.413617   -8.208 
29900.613612   -8.139 
29900.813607   -8.185 
29901.013602   -8.174 
29901.213597   -8.076 
29901.413592   -8.044 
29901.613587   -7.913 
29901.813582   -7.756 
29902.013578   -7.810 
29902.213573   -7.933 
29902.413568   -7.994 
29902.613563   -8.051 
29902.813559   -8.034 
29903.013554   -8.026 
29903.213549   -7.984 
29903.413544   -7.871 
29903.613539   -7.781 
29903.813534   -7.576 
29904.013530   -7.569 
29904.213525   -7.630 
29904.413520   -7.685 
29904.613515   -7.779 
29904.813510   -7.795 
29905.013506   -7.833 
29905.213501   -7.827 
29905.413496   -7.775 
29905.613491   -7.662 
29905.813487   -7.553 
29906.013482   -7.415 
29906.213477   -7.480 
29906.413472   -7.616 
29906.613467   -7.731 
29906.813461   -7.833 
29907.013456   -7.877 
29907.213451   -7.904 
29907.413446   -7.896 
29907.613442   -7.800 
29907.813437   -7.708 
29908.013432   -7.517 
29908.213427   -7.454 
29908.413422   -7.599 
29908.613418   -7.754 
29908.813413   -7.785 
29909.013408   -7.871 
29909.213403   -7.787 
29909.413399   -7.728 
29909.613394   -7.703 
29909.813389   -7.526 
29910.013384   -7.419 
29910.213379   -7.258 
29910.413374   -7.306 
29910.613370   -7.394 
29910.813365   -7.440 
29911.013360   -7.498 
29911.213355   -7.473 
29911.413350   -7.335 
29911.613346   -7.300 
29911.813340   -7.180 
29912.013336   -7.092 
29912.213331   -6.917 
29912.413326   -6.854 
29912.613321   -7.003 
29912.813316   -7.015 
29913.013312   -7.026 
29913.213307   -7.021 
29913.413302   -7.072 
29913.613297   -7.189 
29913.813293   -7.086 
29914.013288   -7.080 
29914.213283   -7.005 
29914.413278   -6.869 
29914.613273   -6.952 
29914.813268   -7.103 
29915.013264   -7.216 
29915.213259   -7.312 
29915.413254   -7.327 
29915.613249   -7.331 
29915.813244   -7.304 
29916.013240   -7.228 
29916.213235   -7.151 
29916.413230   -6.977 
29916.613225   -6.929 
29916.813221   -7.072 
29917.013216   -7.245 
29917.213211   -7.281 
29917.413206   -7.392 
29917.613201   -7.402 
29917.813197   -7.362 
29918.013192   -7.331 
29918.213187   -7.316 
29918.413182   -7.205 
29918.613178   -7.065 
29918.813173   -7.145 
29919.013168   -7.308 
29919.213163   -7.436 
29919.413158   -7.521 
29919.613153   -7.526 
29919.813149   -7.559 
29920.013144   -7.546 
29920.213139   -7.431 
29920.413134   -7.323 
29920.613130   -7.128 
29920.813125   -7.074 
29921.013120   -7.132 
29921.213115   -7.362 
29921.413110   -7.341 
29921.613106   -7.341 
29921.813099   -7.423 
29922.013094   -7.438 
29922.213089   -7.362 
29922.413085   -7.331 
29922.613080   -7.350 
29922.813075   -7.076 
29923.013070   -7.203 
29923.213065   -7.381 
29923.413060   -7.454 
29923.613055   -7.540 
29923.813051   -7.538 
29924.013046   -7.538 
29924.213041   -7.480 
29924.413036   -7.396 
29924.613031   -7.270 
29924.813027   -7.090 
29925.013022   -7.015 
29925.213017   -7.063 
29925.413012   -7.197 
29925.613007   -7.308 
29925.813003   -7.262 
29926.012998   -7.260 
29926.212993   -7.312 
29926.412988   -7.199 
29926.612983   -7.105 
29926.812978   -6.944 
29927.012973   -6.703 
29927.212968   -6.754 
29927.412963   -6.846 
29927.612958   -7.007 
29927.812953   -6.996 
29928.012949   -6.862 
29928.212944   -6.860 
29928.412939   -6.825 
29928.612934   -6.703 
29928.812929   -6.649 
29929.012925   -6.496 
29929.212920   -6.364 
29929.412915   -6.356 
29929.612910   -6.492 
29929.812905   -6.515 
29930.012901 1570000000.000 
29930.212896 1570000000.000 
29930.412891 1570000000.000 
29930.612886 1570000000.000 
29930.812881 1570000000.000 
29931.012877 1570000000.000 
29931.212872 1570000000.000 
29931.412867 1570000000.000 
29931.612862 1570000000.000 
29931.812857 1570000000.000 
29932.012852 1570000000.000 
29932.212847 1570000000.000 
29932.412843 1570000000.000 
29932.612838 1570000000.000 
29932.812833 1570000000.000 
29933.012828 1570000000.000 
29933.212823 1570000000.000 
29933.412818 1570000000.000 
29933.612813 1570000000.000 
29933.812809 1570000000.000 
29934.012804   -6.396 
29934.212799   -6.314 
29934.412794   -6.339 
29934.612789   -6.390 
29934.812785   -6.344 
29935.012780   -6.226 
29935.212775   -6.157 
29935.412770   -6.030 
29935.612765   -6.122 
29935.812761   -6.266 
29936.012756   -6.419 
29936.212751   -6.505 
29936.412746   -6.546 
29936.612741   -6.553 
29936.812737   -6.555 
29937.012732   -6.526 
29937.212727   -6.377 
29937.412722   -6.197 
29937.612717   -6.057 
29937.812712   -6.019 
29938.012708   -6.126 
29938.212703   -6.174 
29938.412698   -6.226 
29938.612693   -6.258 
29938.812688   -6.331 
29939.012684   -6.457 
29939.212679   -6.446 
29939.412674   -6.421 
29939.612669   -6.260 
29939.812665   -6.270 
29940.012660   -6.459 
29940.212655   -6.517 
29940.412650   -6.569 
29940.612645   -6.513 
29940.812640   -6.490 
29941.012636   -6.446 
29941.212631   -6.333 
29941.412626   -6.222 
29941.612621   -6.080 
29941.812616   -5.963 
29942.012612   -6.009 
29942.212607   -6.136 
29942.412602   -6.218 
29942.612597   -6.279 
29942.812592   -6.216 
29943.012587   -6.195 
29943.212582   -6.120 
29943.412577   -5.990 
29943.612573   -5.925 
29943.812568   -5.821 
29944.012563   -5.835 
29944.212558   -5.862 
29944.412553   -5.938 
29944.612549   -6.166 
29944.812544   -6.185 
29945.012539   -6.210 
29945.212534   -6.170 
29945.412529   -6.080 
29945.612525   -5.959 
29945.812520   -5.831 
29946.012515   -5.720 
29946.212510   -5.735 
29946.412505   -5.781 
29946.612501   -5.852 
29946.812496   -5.885 
29947.012491   -5.942 
29947.212486   -6.034 
29947.412482   -6.057 
29947.612477   -5.996 
29947.812470   -5.938 
29948.012465   -5.839 
29948.212461   -5.871 
29948.412456   -6.030 
29948.612451   -6.155 
29948.812446   -6.239 
29949.012442   -6.203 
29949.212437   -6.164 
29949.412432   -6.113 
29949.612427   -6.065 
29949.812422   -5.963 
29950.012418   -5.839 
29950.212413   -5.724 
29950.412408   -5.787 
29950.612403   -5.946 
29950.812398   -6.065 
29951.012393   -6.093 
29951.212389   -6.053 
29951.412384   -6.099 
29951.612379   -6.172 
29951.812374   -6.180 
29952.012370   -6.076 
29952.212365   -5.950 
29952.412360   -5.971 
29952.612355   -6.086 
29952.812350   -6.224 
29953.012345   -6.285 
29953.212340   -6.218 
29953.412335   -6.233 
29953.612330   -6.231 
29953.812326   -6.228 
29954.012321   -6.157 
29954.212316   -6.057 
29954.412311   -5.902 
29954.612307   -5.913 
29954.812302   -6.055 
29955.012297   -6.218 
29955.212292   -6.283 
29955.412287   -6.344 
29955.612283   -6.390 
29955.812278   -6.461 
29956.012273   -6.352 
29956.212268   -6.360 
29956.412263   -6.187 
29956.612258   -6.182 
29956.812254   -6.239 
29957.012249   -6.348 
29957.212244   -6.442 
29957.412239   -6.457 
29957.612235   -6.477 
29957.812230   -6.415 
29958.012225   -6.356 
29958.212220   -6.220 
29958.412216   -6.107 
29958.612211   -5.975 
29958.812206   -5.894 
29959.012202   -6.028 
29959.212197   -6.128 
29959.412192   -6.187 
29959.612187   -6.203 
29959.812182   -6.201 
29960.012177   -6.199 
29960.212173   -6.143 
29960.412168   -6.088 
29960.612163   -5.961 
29960.812158   -5.961 
29961.012154   -6.009 
29961.212149   -6.139 
29961.412144   -6.203 
29961.612139   -6.264 
29961.812134   -6.254 
29962.012130   -6.264 
29962.212125   -6.224 
29962.412120   -6.134 
29962.612115   -6.034 
29962.812109   -5.911 
29963.012105   -5.915 
29963.212100   -6.044 
29963.412095   -6.153 
29963.612090   -6.226 
29963.812085   -6.226 
29964.012081   -6.275 
29964.212076   -6.289 
29964.412071   -6.222 
29964.612066   -6.149 
29964.812062   -6.051 
29965.012057   -6.015 
29965.212052   -6.097 
29965.412047   -6.266 
29965.612042   -6.396 
29965.812037   -6.438 
29966.012033   -6.436 
29966.212028   -6.446 
29966.412023   -6.364 
29966.612018   -6.260 
29966.812014   -6.130 
29967.012009   -5.963 
29967.212004   -5.913 
29967.411999   -6.007 
29967.611995   -6.088 
29967.811988   -6.124 
29968.011983   -6.139 
29968.211978   -6.176 
29968.411973   -6.210 
29968.611969   -6.197 
29968.811964   -6.126 
29969.011959   -6.053 
29969.211954   -6.030 
29969.411950   -6.113 
29969.611945   -6.254 
29969.811940   -6.371 
29970.011935   -6.425 
29970.211930   -6.402 
29970.411926   -6.408 
29970.611921   -6.373 
29970.811916   -6.241 
29971.011911   -6.126 
29971.211906   -5.952 
29971.411901   -5.890 
29971.611897   -5.963 
29971.811892   -6.061 
29972.011887   -6.078 
29972.211882   -6.065 
29972.411878   -6.126 
29972.611873   -6.113 
29972.811866   -6.088 
29973.011862   -5.984 
29973.211857   -5.931 
29973.411852   -5.919 
29973.611847   -5.990 
29973.811842   -6.134 
29974.011837   -6.270 
29974.211833   -6.360 
29974.411828   -6.354 
29974.611823   -6.346 
29974.811818   -6.323 
29975.011814   -6.228 
29975.211809   -6.132 
29975.411804   -5.965 
29975.611799   -5.971 
29975.811794   -6.093 
29976.011790   -6.126 
29976.211785   -6.185 
29976.411780   -6.237 
29976.611775   -6.325 
29976.811770   -6.367 
29977.011765   -6.341 
29977.211761   -6.231 
29977.411756   -6.164 
29977.611751   -6.078 
29977.811746   -6.113 
29978.011742   -6.243 
29978.211737   -6.333 
29978.411732   -6.410 
29978.611727   -6.413 
29978.811722   -6.402 
29979.011717   -6.348 
29979.211712   -6.222 
29979.411707   -6.101 
29979.611703   -5.913 
29979.811698   -5.875 
29980.011693   -5.921 
29980.211688   -6.040 
29980.411684   -6.107 
29980.611679   -6.065 
29980.811674   -6.063 
29981.011669   -6.074 
29981.211664   -6.065 
29981.411659   -6.030 
29981.611655   -5.944 
29981.811650   -5.829 
29982.011645   -5.906 
29982.211640   -6.034 
29982.411636   -6.151 
29982.611631   -6.201 
29982.811626   -6.210 
29983.011621   -6.222 
29983.211616   -6.205 
29983.411612   -6.111 
29983.611607   -6.036 
29983.811602   -5.858 
29984.011597   -5.850 
29984.211592   -5.875 
29984.411588   -6.000 
29984.611583   -6.040 
29984.811578   -6.072 
29985.011573   -6.124 
29985.211568   -6.151 
29985.411564   -6.149 
29985.611559   -6.080 
29985.811554   -5.984 
29986.011549   -5.873 
29986.211545   -5.911 
29986.411540   -6.078 
29986.611535   -6.168 
29986.811530   -6.226 
29987.011525   -6.245 
29987.211520   -6.252 
29987.411516   -6.208 
29987.611511   -6.093 
29987.811506   -6.005 
29988.011501   -5.814 
29988.211496   -5.777 
29988.411492   -5.833 
29988.611487   -5.963 
29988.811482   -5.998 
29989.011477   -6.026 
29989.211472   -6.055 
29989.411467   -6.090 
29989.611463   -6.088 
29989.811458   -6.003 
29990.011453   -5.911 
29990.211448   -5.808 
29990.411443   -5.879 
29990.611439   -6.007 
29990.811434   -6.101 
29991.011429   -6.176 
29991.211424   -6.166 
29991.411419   -6.151 
29991.611415   -6.120 
29991.811410   -6.053 
29992.011405   -6.007 
29992.211400   -5.818 
29992.411395   -5.758 
29992.611391   -5.858 
29992.811386   -5.971 
29993.011381   -6.046 
29993.211376   -6.109 
29993.411371   -6.136 
29993.611367   -6.218 
29993.811360   -6.116 
29994.011355   -6.067 
29994.211350   -6.061 
29994.411346   -5.908 
29994.611341   -5.998 
29994.811336   -6.143 
29995.011331   -6.283 
29995.211326   -6.312 
29995.411322   -6.287 
29995.611317   -6.312 
29995.811312   -6.310 
29996.011307   -6.235 
29996.211302   -6.214 
29996.411298   -6.105 
29996.611293   -5.982 
29996.811288   -6.009 
29997.011283   -6.105 
29997.211278   -6.189 
29997.411274   -6.203 
29997.611269   -6.178 
29997.811264   -6.216 
29998.011259   -6.214 
29998.211254   -6.128 
29998.411250   -6.069 
29998.611245   -5.938 
29998.811239   -5.988 
29999.011235   -6.116 
29999.211230   -6.264 
29999.411225   -6.392 
29999.611220   -6.316 
29999.811216   -6.318 
30000.011211   -6.266 
30000.211206   -6.222 
30000.411201   -6.118 
30000.611197   -6.026 
30000.811192   -5.971 
30001.011187   -5.961 
30001.211182   -6.086 
30001.411177   -6.164 
30001.611172   -6.187 
30001.811168   -6.199 
30002.011163   -6.210 
30002.211158   -6.220 
30002.411153   -6.141 
30002.611149   -6.072 
30002.811144   -5.894 
30003.011139   -5.929 
30003.211134   -6.053 
30003.411129   -6.157 
30003.611125   -6.231 
30003.811120   -6.222 
30004.011115   -6.212 
30004.211110   -6.187 
30004.411106   -6.101 
30004.611101   -5.992 
30004.811096   -5.852 
30005.011091   -5.785 
30005.211086   -5.802 
30005.411082   -5.973 
30005.611077   -6.061 
30005.811072   -6.084 
30006.011067   -6.220 
30006.211062   -6.182 
30006.411057   -6.208 
30006.611053   -6.128 
30006.811048   -6.074 
30007.011043   -5.965 
30007.211038   -6.049 
30007.411034   -6.145 
30007.611029   -6.308 
30007.811024   -6.325 
30008.011019   -6.327 
30008.211014   -6.266 
30008.411010   -6.214 
30008.611005   -6.107 
30008.811000   -6.011 
30009.010995   -5.869 
30009.210990   -5.812 
30009.410986   -5.885 
30009.610981   -5.986 
30009.810975   -6.099 
30010.010970   -6.149 
30010.210965   -6.180 
30010.410961   -6.226 
30010.610956   -6.260 
30010.810951   -6.226 
30011.010947   -6.162 
30011.210942   -6.042 
30011.410937   -6.061 
30011.610932   -6.199 
30011.810927   -6.312 
30012.010922   -6.415 
30012.210917   -6.429 
30012.410913   -6.392 
30012.610908   -6.341 
30012.810903   -6.252 
30013.010899   -6.132 
30013.210894   -6.009 
30013.410889   -5.862 
30013.610884   -5.848 
30013.810879   -6.003 
30014.010875   -6.086 
30014.210870   -6.159 
30014.410865   -6.216 
30014.610860   -6.252 
30014.810854   -6.214 
30015.010849   -6.228 
30015.210844   -6.095 
30015.410839   -5.906 
30015.610835   -5.927 
30015.810830   -6.015 
30016.010825   -6.122 
30016.210820   -6.176 
30016.410815   -6.187 
30016.610811   -6.185 
30016.810806   -6.170 
30017.010801   -6.107 
30017.210796   -6.046 
30017.410791   -5.927 
30017.610787   -5.879 
30017.810782   -5.783 
30018.010777   -5.818 
30018.210772   -5.902 
30018.410767   -5.879 
30018.610763   -5.915 
30018.810758   -5.923 
30019.010753   -5.980 
30019.210748   -5.917 
30019.410743   -5.900 
30019.610739   -5.816 
30019.810732   -5.808 
30020.010727   -5.911 
30020.210722   -6.061 
30020.410718   -6.193 
30020.610713   -6.247 
30020.810708   -6.321 
30021.010703   -6.316 
30021.210698   -6.306 
30021.410694   -6.228 
30021.610689   -6.124 
30021.810684   -5.998 
30022.010679   -6.021 
30022.210674   -6.174 
30022.410670   -6.275 
30022.610665   -6.312 
30022.810660   -6.364 
30023.010655   -6.415 
30023.210650   -6.398 
30023.410645   -6.272 
30023.610641   -6.205 
30023.810636   -6.032 
30024.010631   -6.032 
30024.210626   -6.113 
30024.410621   -6.210 
30024.610616   -6.277 
30024.810613   -6.287 
30025.010608   -6.316 
30025.210603   -6.298 
30025.410598   -6.231 
30025.610593   -6.124 
30025.810589   -5.998 
30026.010584   -5.858 
30026.210579   -5.829 
30026.410574   -5.988 
30026.610569   -6.088 
30026.810565   -6.164 
30027.010560   -6.195 
30027.210555   -6.178 
30027.410550   -6.189 
30027.610545   -6.134 
30027.810540   -6.032 
30028.010536   -5.873 
30028.210531   -5.915 
30028.410526   -6.009 
30028.610521   -6.155 
30028.810516   -6.264 
30029.010512   -6.346 
30029.210507   -6.367 
30029.410502   -6.356 
30029.610497   -6.331 
30029.810492   -6.270 
30030.010487   -6.176 
30030.210482   -6.026 
30030.410477   -6.026 
30030.610472   -6.174 
30030.810468   -6.245 
30031.010463   -6.329 
30031.210458   -6.348 
30031.410454   -6.369 
30031.610449   -6.394 
30031.810444   -6.341 
30032.010439   -6.287 
30032.210434   -6.166 
30032.410429   -6.130 
30032.610425   -6.199 
30032.810420   -6.325 
30033.010415   -6.394 
30033.210410   -6.419 
30033.410406   -6.410 
30033.610401   -6.373 
30033.810396   -6.337 
30034.010391 1570000000.000 
30034.210386 1570000000.000 
30034.410382 1570000000.000 
30034.610377 1570000000.000 
30034.810370 1570000000.000 
30035.010366 1570000000.000 
30035.210361 1570000000.000 
30035.410356 1570000000.000 
30035.610351 1570000000.000 
30035.810347 1570000000.000 
30036.010342 1570000000.000 
30036.210337 1570000000.000 
30036.410332 1570000000.000 
30036.610327 1570000000.000 
30036.810323 1570000000.000 
30037.010318 1570000000.000 
30037.210313 1570000000.000 
30037.410308 1570000000.000 
30037.610303 1570000000.000 
30037.810299 1570000000.000 
30038.010294   -6.145 
30038.210289   -6.063 
30038.410284   -5.965 
30038.610280   -5.860 
30038.810275   -5.808 
30039.010270   -5.921 
30039.210265   -6.038 
30039.410260   -6.080 
30039.610255   -6.126 
30039.810250   -6.187 
30040.010245   -6.233 
30040.210240   -6.201 
30040.410235   -6.124 
30040.610231   -6.078 
30040.810226   -6.088 
30041.010221   -6.231 
30041.210216   -6.465 
30041.410212   -6.593 
30041.610207   -6.691 
30041.810202   -6.703 
30042.010197   -6.699 
30042.210192   -6.716 
30042.410187   -6.639 
30042.610183   -6.557 
30042.810178   -6.396 
30043.010173   -6.394 
30043.210168   -6.480 
30043.410164   -6.569 
30043.610159   -6.643 
30043.810154   -6.607 
30044.010149   -6.670 
30044.210145   -6.674 
30044.410140   -6.649 
30044.610135   -6.565 
30044.810130   -6.452 
30045.010125   -6.408 
30045.210120   -6.521 
30045.410116   -6.693 
30045.610111   -6.825 
30045.810106   -6.919 
30046.010101   -6.986 
30046.210096   -6.946 
30046.410091   -6.948 
30046.610086   -6.854 
30046.810081   -6.739 
30047.010077   -6.599 
30047.210072   -6.567 
30047.410067   -6.685 
30047.610062   -6.837 
30047.810058   -6.906 
30048.010053   -6.915 
30048.210048   -7.019 
30048.410043   -7.000 
30048.610039   -7.017 
30048.810034   -7.042 
30049.010029   -6.896 
30049.210024   -6.737 
30049.410019   -6.852 
30049.610015   -6.961 
30049.810010   -7.046 
30050.010005   -7.080 
30050.210000   -7.074 
30050.409995   -7.074 
30050.609991   -7.078 
30050.809987   -6.934 
30051.009982   -6.818 
30051.209977   -6.687 
30051.409972   -6.680 
30051.609968   -6.804 
30051.809963   -6.902 
30052.009958   -7.019 
30052.209953   -7.074 
30052.409948   -7.185 
30052.609944   -7.199 
30052.809939   -7.231 
30053.009934   -7.090 
30053.209929   -6.977 
30053.409925   -6.841 
30053.609920   -6.879 
30053.809915   -6.982 
30054.009910   -7.072 
30054.209905   -7.141 
30054.409901   -7.126 
30054.609896   -7.126 
30054.809891   -7.032 
30055.009886   -6.921 
30055.209881   -6.831 
30055.409877   -6.670 
30055.609872   -6.670 
30055.809865   -6.806 
30056.009860   -6.965 
30056.209855   -6.969 
30056.409851   -7.040 
30056.609846   -7.074 
30056.809841   -7.166 
30057.009836   -7.072 
30057.209831   -6.996 
30057.409827   -6.927 
30057.609822   -6.789 
30057.809817   -6.885 
30058.009812   -7.011 
30058.209807   -7.111 
30058.409803   -7.185 
30058.609798   -7.218 
30058.809793   -7.264 
30059.009789   -7.241 
30059.209784   -7.149 
30059.409779   -7.067 
30059.609774   -6.894 
30059.809769   -6.887 
30060.009765   -6.954 
30060.209760   -7.107 
30060.409755   -7.136 
30060.609750   -7.197 
30060.809745   -7.262 
30061.009740   -7.277 
30061.209735   -7.237 
30061.409730   -7.157 
30061.609725   -7.095 
30061.809721   -6.973 
30062.009716   -7.084 
30062.209711   -7.233 
30062.409706   -7.367 
30062.609701   -7.488 
30062.809696   -7.467 
30063.009692   -7.523 
30063.209687   -7.457 
30063.409682   -7.341 
30063.609677   -7.222 
30063.809673   -7.076 
30064.009668   -7.013 
30064.209663   -7.076 
30064.409658   -7.162 
30064.609653   -7.205 
30064.809649   -7.289 
30065.009644   -7.329 
30065.209639   -7.352 
30065.409634   -7.325 
30065.609629   -7.212 
30065.809625   -7.088 
30066.009620   -6.954 
30066.209615   -7.028 
30066.409610   -7.162 
30066.609606   -7.304 
30066.809601   -7.542 
30067.009596   -7.425 
30067.209591   -7.475 
30067.409586   -7.486 
30067.609581   -7.408 
30067.809577   -7.289 
30068.009572   -7.132 
30068.209567   -7.078 
30068.409562   -7.090 
30068.609557   -7.214 
30068.809553   -7.308 
30069.009548   -7.364 
30069.209543   -7.383 
30069.409538   -7.383 
30069.609533   -7.362 
30069.809529   -7.226 
30070.009524   -7.185 
30070.209519   -7.032 
30070.409514   -7.084 
30070.609509   -7.214 
30070.809503   -7.310 
30071.009499   -7.408 
30071.209494   -7.429 
30071.409489   -7.440 
30071.609484   -7.406 
30071.809479   -7.314 
30072.009475   -7.224 
30072.209470   -7.074 
30072.409465   -6.936 
30072.609460   -6.963 
30072.809455   -7.095 
30073.009450   -7.170 
30073.209445   -7.210 
30073.409441   -7.231 
30073.609436   -7.214 
30073.809431   -7.153 
30074.009427   -7.003 
30074.209422   -6.902 
30074.409417   -6.733 
30074.609412   -6.779 
30074.809407   -6.894 
30075.009403   -7.057 
30075.209398   -7.147 
30075.409393   -7.149 
30075.609388   -7.210 
30075.809383   -7.214 
30076.009378   -7.139 
30076.209373   -7.049 
30076.409369   -6.944 
30076.609364   -6.800 
30076.809358   -6.823 
30077.009353   -6.959 
30077.209348   -7.000 
30077.409343   -7.055 
30077.609338   -7.095 
30077.809334   -7.132 
30078.009329   -7.166 
30078.209324   -7.026 
30078.409319   -6.948 
30078.609314   -6.791 
30078.809309   -6.833 
30079.009305   -6.992 
30079.209300   -7.116 
30079.409295   -7.312 
30079.609290   -7.264 
30079.809285   -7.373 
30080.009281   -7.423 
30080.209276   -7.383 
30080.409271   -7.170 
30080.609266   -7.036 
30080.809261   -6.934 
30081.009257   -7.023 
30081.209252   -7.231 
30081.409247   -7.367 
30081.609242   -7.477 
30081.809236   -7.544 
30082.009232   -7.622 
30082.209227   -7.653 
30082.409222   -7.546 
30082.609217   -7.546 
30082.809212   -7.488 
30083.009207   -7.517 
30083.209203   -7.639 
30083.409198   -7.875 
30083.609193   -7.944 
30083.809188   -8.086 
30084.009183   -8.076 
30084.209178   -8.088 
30084.409174   -8.049 
30084.609169   -8.011 
30084.809164   -7.908 
30085.009159   -7.831 
30085.209154   -7.844 
30085.409150   -7.938 
30085.609145   -8.000 
30085.809140   -8.042 
30086.009135   -8.101 
30086.209130   -8.095 
30086.409126   -8.095 
30086.609121   -8.007 
30086.809114   -8.009 
30087.009110   -7.910 
30087.209105   -7.959 
30087.409100   -8.082 
30087.609095   -8.214 
30087.809091   -8.279 
30088.009086   -8.339 
30088.209081   -8.431 
30088.409076   -8.452 
30088.609071   -8.335 
30088.809067   -8.243 
30089.009062   -8.180 
30089.209057   -7.998 
30089.409052   -8.011 
30089.609047   -8.130 
30089.809042   -8.203 
30090.009038   -8.237 
30090.209033   -8.241 
30090.409028   -8.298 
30090.609023   -8.300 
30090.809018   -8.220 
30091.009014   -8.172 
30091.209009   -8.051 
30091.409004   -8.078 
30091.608999   -8.185 
30091.808995   -8.348 
30092.008990   -8.452 
30092.208985   -8.519 
30092.408981   -8.578 
30092.608976   -8.586 
30092.808971   -8.538 
30093.008966   -8.421 
30093.208961   -8.369 
30093.408957   -8.247 
30093.608952   -8.262 
30093.808947   -8.356 
30094.008942   -8.477 
30094.208937   -8.482 
30094.408933   -8.664 
30094.608928   -8.613 
30094.808923   -8.509 
30095.008918   -8.387 
30095.208913   -8.323 
30095.408909   -8.191 
30095.608904   -8.245 
30095.808899   -8.383 
30096.008894   -8.592 
30096.208889   -8.779 
30096.408885   -8.862 
30096.608880   -9.132 
30096.808873   -9.013 
30097.008869   -8.896 
30097.208864   -8.655 
30097.408859   -8.542 
30097.608854   -8.383 
30097.808849   -8.433 
30098.008845   -8.569 
30098.208840   -8.605 
30098.408835   -8.716 
30098.608830   -8.718 
30098.808825   -8.747 
30099.008821   -8.791 
30099.208816   -8.758 
30099.408811   -8.986 
30099.608806   -8.904 
30099.808801   -8.944 
30100.008797   -9.044 
30100.208792   -9.239 
30100.408787   -9.333 
30100.608782   -9.350 
30100.808777   -9.496 
30101.008773   -9.492 
30101.208768   -9.348 
30101.408763   -9.105 
30101.608758   -8.869 
30101.808752   -8.701 
30102.008747   -8.777 
30102.208742   -8.798 
30102.408737   -9.009 
30102.608733   -9.162 
30102.808728   -9.266 
30103.008723   -9.402 
30103.208718   -9.390 
30103.408714   -9.331 
30103.608709   -9.333 
30103.808704   -9.151 
30104.008699   -9.222 
30104.208694   -9.318 
30104.408689   -9.603 
30104.608685   -9.653 
30104.808680   -9.837 
30105.008675   -9.913 
30105.208670   -9.766 
30105.408665   -9.576 
30105.608661   -9.358 
30105.808656   -9.325 
30106.008651   -9.367 
30106.208646   -9.484 
30106.408641   -9.574 
30106.608637   -9.777 
30106.808631   -9.833 
30107.008626   -9.705 
30107.208622   -9.605 
30107.408617   -9.703 
30107.608612   -9.519 
30107.808607   -9.505 
30108.008602   -9.331 
30108.208597   -9.436 
30108.408593   -9.762 
30108.608588  -10.036 
30108.808583   -9.739 
30109.008579   -9.821 
30109.208574   -9.749 
